collection,title,scielo_issn,publisher_name,current_status,subject_areas,mission
scl,Revista Brasileira de Otorrinolaringologia,0034-7299,['ABORL-CCF Associação Brasileira de Otorrinolaringologia e Cirurgia Cérvico-Facial'],deceased,Health Sciences,"{'es': 'Publicar artículos originales de estudios clínicos y experimentales, artículos de revisión o atualización bibliográfica, relatos de casos clínicos, artículos de opinión bajo invitación y cartas al editor, en el área de la otorrinolaringología y matérias correlatas.', 'pt': 'Publicar artigos originais de estudos clínicos e experimentais, artigos de revisão ou atualização bibliográfica, relatos de casos clínicos, artigos de opinião sob convite e cartas ao editor, na área da otorrinolaringologia e matérias correlatas.', 'en': 'To publish original articles of clinical and experimental studies, review articles or bibliographic actualization, reports of clinical cases, articles of opinion under invitation and letters to the editor, in the area of the otolaryngology and correlate subjects.'}"
scl,Rem: Revista Escola de Minas,0370-4467,['Escola de Minas'],deceased,Engineering,"{'es': 'Publicar artículos en el área de Ingenería y actuar como medio de divulgación de trabajos técnico-científicos de los investigadores nacionales y extranjeros del área.', 'pt': 'Publicar artigos na área de Engenharia e servir como meio de divulgação aos trabalhos técnico-científicos dos pesquisadores nacionais e estrangeiros da área.', 'en': 'To publish articles in the area of Engineering and act as a spreading media of technical and scientific works of the national and foreign researchers in the area.'}"
scl,Journal of Transport Literature,2238-1031,['Sociedade Brasileira de Planejamento dos Transportes'],suspended,Engineering,"{'es': 'Promover la difusión del conocimiento científico en el ámbito de la gestión, planificación y economía del transporte, con especial atención a los mercados de transporte en los países emergentes y en desarrollo.', 'pt': 'Promover a difusão do conhecimento científico na área de gestão, planejamento e economia dos transportes, com foco especial nos mercados de transportes de países emergentes e em desenvolvimento.', 'en': 'Promote the diffusion of scientific knowledge in the area of transport management, planning and economics, with special focus on transportation markets in emerging and developing countries.'}"
scl,Psicologia: Reflexão e Crítica,0102-7972,['Curso de Pós-Graduação em Psicologia da Universidade Federal do Rio Grande do Sul'],current,Human Sciences,"{'es': 'Publicar trabajos originales en las áreas de Psicología del Desarrollo, Evaluación Psicológica, Psicología de la Salud y Procesos Básicos/Psicología Experimental en Inglés.', 'pt': 'Publicar trabalhos originais nas subáreas de Psicologia do Desenvolvimento, Avaliação Psicológica, Psicologia da Saúde e Processos Básicos/Psicologia Experimental em Inglês.', 'en': 'To publish original works in the areas of Developmental Psychology, Psychological Assesment, Health Psychology and Psychological Processes/Experimental Psychology in English.'}"
scl,CoDAS,2317-1782,['Sociedade Brasileira de Fonoaudiologia'],current,Health Sciences,"{'es': 'Contribuir a la difusión de los conocimientos científicos y técnicos en Ciencias y los Trastornos de Comunicación y áreas asociadas producidos en Brasil y en el extranjero.', 'pt': 'Contribuir para a divulgação do conhecimento técnico e científico em Ciências e Distúrbios da Comunicação e áreas associadas produzido no Brasil e no exterior.', 'en': 'To contribute to the scientific and technical knowledge in Communication Sciences and Disorders and associated areas produced in Brazil and abroad.'}"
scl,Brazilian Journal of Physical Therapy,1413-3555,['Associação Brasileira de Pesquisa e Pós-Graduação em Fisioterapia'],suspended,Health Sciences,"{'es': 'Publicar artículos originales de investigación cuyo objeto básico de estudio es el campo de actuación profesional de la Fisioterapia y las Ciencias de la  Rehabilitación, difundiendo estudios básicos y aplicados sobre evaluación, prevención y tratamiento de las disfunciones de movimiento.', 'pt': 'Publicar artigos originais de pesquisa cujo objeto básico de estudo refere-se ao campo de atuação profissional da Fisioterapia e Ciências da Reabilitação, veiculando estudos básicos e aplicados sobre avaliação, prevenção e tratamento das disfunções de movimento.', 'en': 'To publish original research articles on topics related to the areas of physical therapy and rehabilitation sciences, including clinical, basic or applied studies on the assessment, prevention, and treatment of movement disorders.'}"
scl,Revista Brasileira de Educação Física e Esporte,1807-5509,['Escola de Educação Física e Esporte da Universidade de São Paulo'],suspended,Health Sciences,"{'es': 'La Revista Brasileira de Educação Física e Esporte /Brazilian Journal of Physical Education and Sport (RBEF) es una publicación trimestral de la Escola de Educação Física e Esporte da Universidade de São Paulo (EEFEUSP), que tiene por objetivo publicar investigaciones que contribuyan para el avance del conocimiento acerca del movimiento humano en relación a la Educación Física y Deporte.', 'pt': 'A Revista Brasileira de Educação Física e Esporte é uma publicação da Escola de Educação Física e Esporte da Universidade de São Paulo, e tem por objetivo publicar pesquisas que contribuam para o avanço do conhecimento acerca do movimento humano relacionado à Educação Física, Esporte e áreas afins.', 'en': 'The Revista Brasileira de Educação Física e Esporte/Brazilian Journal of Physical Education and Sport (RBEFE) is a quarterly publication of the School of Physical Education and Sport of the Universidade de São Paulo (EEFEUSP), which aims to publish research that contributes to the development knowledge about human movement related to the Physical Education and Sport.'}"
scl,Estudos de Psicologia (Natal),1413-294X,"['Programa de Pós-graduação em Psicologia e do Programa de Pós-graduação em Psicobiologia, Universidade Federal do Rio Grande do Norte']",suspended,Human Sciences,"{'es': 'Publicar trabajos inéditos en Psicobiología y Psicología Cognitiva, Psicología Social Comunitaria y Salud Mental, Psicología Social del Trabajo; La Psicología y el papel del psicólogo en las Políticas Sociales, los Derechos Humanos y las Relaciones Persona-Ambiente, que se dividen en las siguientes categorías: artículos.', 'pt': 'Publicar trabalhos inéditos em Psicobiologia e Psicologia Cognitiva; Psicologia Social Comunitária e Saúde Mental; Psicologia Social do Trabalho e A Psicologia e a atuação do psicólogo nas Políticas Sociais, Direitos Humanos e Relações Pessoa-ambiente, que se enquadrem nas seguintes categorias: artigos.', 'en': ""Publish original works in Psychobiology and Cognitive Psychology; Community Social Psychology and Mental Health; Social Work Psychology; Psychology and the psychologist's performance in Social Policies, Human Rights and Person-Environment Relations , divided into the following categories: articles.""}"
scl,Revista de Saúde Pública,0034-8910,['Faculdade de Saúde Pública da Universidade de São Paulo'],current,Health Sciences,"{'es': 'Publicar y diseminar productos del trabajo científico relevantes para la Salud Pública', 'pt': 'Publicar e disseminar produtos do trabalho científico que sejam relevantes para a Saúde Pública', 'en': 'To publish and divulge scientific production on subjects of relevance to Public Health'}"
scl,RBRH,2318-0331,['Associação Brasileira de Recursos Hídricos'],current,Engineering,"{'es': 'Publicar trabajos originales con incuestionable contribución técnica-científica y servir de fórum para que la comunidad interdisciplinar, que actúa en el área de recursos hídricos, pueda intercambiar conocimientos.', 'pt': 'Publicar artigos orginais com inquestionável contribuição técnica-científica e servir de fórum para que a comunidade interdisciplinar atuante na área de recursos hídricos possa trocar conhecimentos.', 'en': 'Publishing original papers with unquestionable scientific and technical contribution, and to provide a forum for knowledge exchange among the interdisciplinary community acting in the area of water resources.'}"
scl,Revista Brasileira de Hematologia e Hemoterapia,1516-8484,['Associação Brasileira de Hematologia e Hemoterapia e Terapia Celular'],deceased,Health Sciences,"{'es': 'Promover el desarrollo de las áreas de la Hematología y Hemoterapia, publicando artículos originales proveniente de investigaciones, revisiones, debates, comentarios y todas las contribuciones científicas relacionadas con esas áreas.', 'pt': 'Promover o desenvolvimento das áreas de Hematologia e Hemoterapia, publicando artigos originais oriundos de pesquisas, revisões, debates, comentários e todas as contribuições científicas relacionadas com estas áreas.', 'en': 'To promove the development of the areas of Hemathology and Hemotherapy, publishing original articles with origins in researches, revisions, debates, commentaries and other scientifical contributions related to these areas.'}"
scl,Acta Scientiarum. Agronomy,1807-8621,['Editora da Universidade Estadual de Maringá - EDUEM'],current,Agricultural Sciences,"{'es': 'Habilitar el registro público del conocimiento y su conservación; Publicar los resultados de investigaciones con nuevas ideas y propuestas científicas, difundir información y conocimientos generados por la comunidad científica; acelerar el proceso de comunicación científica en el campo de la Agronomía.', 'pt': 'Viabilizar o registro público do conhecimento e sua preservação; Publicar resultados de pesquisas envolvendo idéias e novas propostas científicas; Disseminar a informação e o conhecimento gerados pela comunidade científica; Agilizar o processo de comunicação científica na área de Agronomia.', 'en': 'To establish the public inscription of knowledge and its preservation; To publish results of research comprising ideas and new scientific suggestions; To publicize worldwide information and knowledge produced by the scientific community; To speech the process of scientific communication in Agronomy.'}"
scl,Acta Scientiarum. Animal Sciences,1807-8672,['Editora da Universidade Estadual de Maringá - EDUEM'],current,Agricultural Sciences,"{'es': 'Hacer viable el registro público del conocimiento y su preservación; Publicar resultados de investigaciones involucrando ideas y nuevas propuestas científicas; Diseminar la información y el conocimiento generados por la comunidad científica; Agilizar el proceso de comunicación científica en el área de Zootecnia y Producción Animal.', 'pt': 'Viabilizar o registro público do conhecimento e sua preservação; Publicar resultados de pesquisas envolvendo idéias e novas propostas científicas; Disseminar a informação e o conhecimento gerados pela comunidade científica; Agilizar o processo de comunicação científica na área de Zootecnia e Produção Animal.', 'en': 'To establish the public inscription of knowledge and its preservation; To publish results of research comprising ideas and new scientific suggestions; To publicize worldwide information and knowledge produced by the scientific community; To speech the process of scientific communication in Zootechny and Animal Production.'}"
